title,authors_x,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,authors_y,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult
The Truth with Jokes,Al Franken,3.86,eng,386,7469,201,10/1/2006,"[{'author_id': '13311', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,3.81,en-US,421,25235,723,7/27/2004,"[{'author_id': '13311', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",Jacob Weisberg/Al Franken,3.37,eng,96,56,11,11/4/2003,"[{'author_id': '2032', 'role': 'Editor'}, {'author_id': '13311', 'role': 'Foreword by'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
I'm Good Enough  I'm Smart Enough  & Doggone It  People Like Me!,Al Franken/Melody Beattie/Stuart Smalley,3.82,en-US,352,359,35,10/1/1992,"[{'author_id': '13311', 'role': ''}, {'author_id': '4482', 'role': 'Photographer'}, {'author_id': '5647591', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
J.R.R. Tolkien: Artist and Illustrator,Wayne G. Hammond/Christina Scull/J.R.R. Tolkien,4.14,en-US,224,8140,32,10/18/2000,"[{'author_id': '9498', 'role': ''}, {'author_id': '9497', 'role': ''}, {'author_id': '656983', 'role': 'Illustrator'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Children of Húrin,J.R.R. Tolkien/Christopher Tolkien/Alan  Lee,3.97,eng,313,2681,225,4/17/2007,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': 'Editor'}, {'author_id': '9545', 'role': 'illustrator'}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tales Before Tolkien: The Roots of Modern Fantasy,Douglas A. Anderson/Frank R. Stockton/Ludwig Tieck/Richard Garnett/H. Rider Haggard/Andrew Lang/William Hope Hodgson/E.A. Wyke-Smith/David  Lindsay/Clemence Housman/George MacDonald/Arthur Machen/A. Merritt/L. Frank Baum/Kenneth Morris/William Morris/James Branch Cabell/Lord Dunsany/Francis Stevens/E.H. Knatchbull-Hugessen/E. Nesbit,3.93,eng,528,1130,42,11/29/2005,"[{'author_id': '1582', 'role': 'Editor'}, {'author_id': '4988270', 'role': 'Contributor'}, {'author_id': '364195', 'role': 'Contributor'}, {'author_id': '454151', 'role': 'Contributor'}, {'author_id': '4633123', 'role': 'Contributor'}, {'author_id': '18393', 'role': 'Contributor'}, {'author_id': '51422', 'role': 'Contributor'}, {'author_id': '708105', 'role': 'Contributor'}, {'author_id': '29974', 'role': 'Contributor'}, {'author_id': '684446', 'role': 'Contributor'}, {'author_id': '2413', 'role': 'Contributor'}, {'author_id': '33546', 'role': 'Contributor'}, {'author_id': '16022666', 'role': 'Contributor'}, {'author_id': '3242', 'role': 'Contributor'}, {'author_id': '351924', 'role': 'Contributor'}, {'author_id': '8127', 'role': 'Contributor'}, {'author_id': '92665', 'role': 'Contributor'}, {'author_id': '9172', 'role': 'Contributor'}, {'author_id': '485215', 'role': 'Contributor'}, {'author_id': '2944392', 'role': 'Contributor'}, {'author_id': '7935185', 'role': 'Contributor'}]",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien,4.01,eng,496,2572,41,10/27/1992,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': 'Editor'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tales from the Perilous Realm,J.R.R. Tolkien,4.08,eng,178,3242,162,9/2/2002,"[{'author_id': '656983', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Tolkien: Man and Myth: A Literary Life,Joseph Pearce,4.05,eng,256,467,31,12/1/2001,"[{'author_id': '11627', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.87,eng,116,8775,413,9/2/2002,"[{'author_id': '656983', 'role': ''}, {'author_id': '9497', 'role': 'Editor'}, {'author_id': '9498', 'role': 'Editor'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The History of Middle-Earth Index (The History of Middle-Earth  #13),J.R.R. Tolkien/Christopher Tolkien,4.25,eng,484,51,3,8/5/2002,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The Lost Road and Other Writings (The History of Middle-earth  #5),J.R.R. Tolkien/Christopher Tolkien,3.97,eng,455,97,10,6/5/2002,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': 'Editor'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tolkien's Modern Middle Ages,Jane Chance/Alfred Siewers,3.62,eng,264,16,2,11/19/2005,"[{'author_id': '13340', 'role': 'Editor'}, {'author_id': '13336', 'role': 'Editor'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Understanding The Lord of the Rings: The Best of Tolkien Criticism,Rose A. Zimbardo/Neil D. Isaacs,4.02,eng,304,2067,17,5/12/2005,"[{'author_id': '461328', 'role': 'Editor'}, {'author_id': '1806321', 'role': 'Editor'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Hobbit  or  There and Back Again,J.R.R. Tolkien/Alan  Lee,4.27,eng,289,559,55,9/15/1997,"[{'author_id': '656983', 'role': ''}, {'author_id': '9545', 'role': 'Illustrator'}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi,4.14,eng,182,863,33,11/1/2006,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Rumiko Takahashi,4.15,eng,304,29058,309,5/7/2003,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35),Rumiko Takahashi,4.1,eng,208,752,13,8/8/2006,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Rumiko Takahashi,4.08,eng,182,782,13,5/1/2006,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7),Rumiko Takahashi,4.13,eng,184,1392,39,2/4/2004,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Mermaid Saga  Vol. 2,Rumiko Takahashi,4.05,eng,208,92,3,9/21/2004,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
The Mermaids Singing,Lisa Carey,3.77,en-US,288,1859,231,11/6/2001,"[{'author_id': '13353', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Maison Ikkoku  Volume 15 (Maison Ikkoku  #15),Rumiko Takahashi,4.36,en-US,208,257,11,2/14/2006,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Rumiko Takahashi,4.3,eng,240,245,6,12/13/2005,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Maison Ikkoku  Volume 5 (Maison Ikkoku  #5),Rumiko Takahashi,4.22,en-US,208,300,5,6/2/2004,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Maison Ikkoku  Volume 6 (Maison Ikkoku  #6),Rumiko Takahashi,4.19,en-US,208,291,4,8/17/2004,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Rumic World Trilogy  Volume 3 (Rumic World Trilogy  #3),Rumiko Takahashi,3.88,eng,192,69,1,11/5/1997,"[{'author_id': '12948', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4),Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.59,eng,134,1956,38,6/2/2004,"[{'author_id': '4263', 'role': 'Scriptwriter/Illustrator'}, {'author_id': '7381779', 'role': 'Translator'}, {'author_id': '94765', 'role': 'Translator'}, {'author_id': '2873504', 'role': 'Translator'}, {'author_id': '3110459', 'role': 'Translator'}, {'author_id': '234377', 'role': 'Touch-up Artist/ Letterer'}, {'author_id': '245154', 'role': 'Designer'}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.62,eng,159,1776,33,8/10/2004,"[{'author_id': '4263', 'role': 'Scriptwriter/Illustrator'}, {'author_id': '673398', 'role': 'Translator'}, {'author_id': '2873504', 'role': 'Translator'}, {'author_id': '3110459', 'role': 'Translator'}, {'author_id': '234377', 'role': 'Touch-up Artsist/Letterer'}, {'author_id': '245154', 'role': 'Designer'}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.61,eng,151,1904,28,6/30/2004,"[{'author_id': '4263', 'role': 'Scriptwriter/Illustrator'}, {'author_id': '673398', 'role': 'Translator'}, {'author_id': '2873504', 'role': 'Translator'}, {'author_id': '3110459', 'role': 'Translator'}, {'author_id': '234377', 'role': 'Touch-up Artsist/Letterer'}, {'author_id': '245154', 'role': 'Designer'}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.61,eng,223,1716,79,9/7/2004,"[{'author_id': '4263', 'role': 'Scriptwriter/Illustrator'}, {'author_id': '673398', 'role': 'Translator'}, {'author_id': '2873504', 'role': 'Translator'}, {'author_id': '3110459', 'role': 'Translator'}, {'author_id': '234377', 'role': 'Touch-up Artsist/Letterer'}, {'author_id': '245154', 'role': 'Designer'}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,4.59,fre,144,29,2,6/12/2001,"[{'author_id': '4263', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki,4.56,fre,144,32,3,2/20/2001,"[{'author_id': '4263', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Homer's Daughter,Robert Graves,3.81,en-US,283,416,34,8/30/2005,"[{'author_id': '3012988', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,4.65,eng,612,15640,512,11/1/2006,"[{'author_id': '1221698', 'role': 'Writer'}, {'author_id': '7271', 'role': 'Artist'}, {'author_id': '12726', 'role': 'Artist'}, {'author_id': '10224', 'role': 'Artist'}, {'author_id': '61959', 'role': 'Artist'}, {'author_id': '10763', 'role': 'Artist'}, {'author_id': '24604', 'role': 'Artist'}, {'author_id': '52930', 'role': 'Artist'}, {'author_id': '554069', 'role': 'Artist'}, {'author_id': '2807481', 'role': 'Colourist'}, {'author_id': '2808576', 'role': 'Colourist'}, {'author_id': '61964', 'role': 'Colourist'}, {'author_id': '321799', 'role': 'Letterer'}, {'author_id': '10365', 'role': 'Cover Artist'}, {'author_id': '13359', 'role': 'Artist'}]",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Preludes & Nocturnes (The Sandman  #1),Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger,4.24,eng,233,171841,3781,12/1/1998,"[{'author_id': '1221698', 'role': ''}, {'author_id': '13359', 'role': 'Illustrator'}, {'author_id': '7271', 'role': 'Illustrator'}, {'author_id': '52930', 'role': 'Illustrator'}, {'author_id': '321799', 'role': 'Letterer'}, {'author_id': '4323624', 'role': 'Introduction/Editor'}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer/Gordon A. Craig,4.29,eng,627,3574,198,4/17/2002,"[{'author_id': '13360', 'role': ''}, {'author_id': '160916', 'role': 'Foreword by'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,4.24,eng,654,844,41,3/5/2008,"[{'author_id': '13360', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Collapse of the Third Republic,William L. Shirer,4.21,eng,1082,531,40,3/21/1994,"[{'author_id': '13360', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,en-US,322,24522,4032,4/1/2005,"[{'author_id': '13370', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Major Plays,Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein,4.18,eng,406,102,16,12/5/2006,"[{'author_id': '5031025', 'role': ''}, {'author_id': '121845', 'role': 'Afterword'}, {'author_id': '157786', 'role': 'Foreword by'}, {'author_id': '2766575', 'role': 'Translator'}]",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Complete Plays,Anton Chekhov/Laurence Senelick,4.47,eng,1060,222,12,1/3/2006,"[{'author_id': '5031025', 'role': ''}, {'author_id': '13385', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Short Stories,Anton Chekhov/Ralph E. Matlaw,4.35,eng,384,2633,105,4/17/1979,"[{'author_id': '5031025', 'role': ''}, {'author_id': '686373', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ward No. 6 and Other Stories,Anton Chekhov/David Plante/Constance Garnett,4.33,en-US,400,6988,173,7/1/2003,"[{'author_id': '5031025', 'role': ''}, {'author_id': '179415', 'role': 'Editor'}, {'author_id': '69892', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Dark Descent,David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates,4.25,eng,1011,1991,65,1/15/1997,"[{'author_id': '13390', 'role': 'Editor'}, {'author_id': '10366', 'role': ''}, {'author_id': '1630', 'role': ''}, {'author_id': '13387', 'role': ''}, {'author_id': '13388', 'role': ''}, {'author_id': '3389', 'role': ''}, {'author_id': '3524', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Medusa in the Shield,David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu,3.88,eng,498,49,6,11/15/1991,"[{'author_id': '13390', 'role': 'Editor'}, {'author_id': '36998', 'role': 'Contributor'}, {'author_id': '29527', 'role': 'Contributor'}, {'author_id': '3535', 'role': 'Contributor'}, {'author_id': '14346487', 'role': 'Contributor'}, {'author_id': '8726', 'role': 'Contributor'}, {'author_id': '52310', 'role': 'Contributor'}, {'author_id': '44806', 'role': 'Contributor'}, {'author_id': '17623', 'role': 'Contributor'}, {'author_id': '8694', 'role': 'Contributor'}, {'author_id': '22694', 'role': 'Contributor'}, {'author_id': '18253', 'role': 'Contributor'}, {'author_id': '29998', 'role': 'Contributor'}, {'author_id': '159', 'role': 'Contributor'}, {'author_id': '12531', 'role': 'Contributor'}, {'author_id': '10366', 'role': 'Contributor'}, {'author_id': '4624490', 'role': 'Contributor'}, {'author_id': '3389', 'role': 'Contributor'}, {'author_id': '2844917', 'role': 'Contributor'}, {'author_id': '9494', 'role': 'Contributor'}, {'author_id': '26930', 'role': 'Contributor'}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Fabulous  Formless Darkness,David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions,4.18,eng,608,31,5,1/15/1992,"[{'author_id': '13390', 'role': 'Editor'}, {'author_id': '23001', 'role': 'Contributor'}, {'author_id': '3243461', 'role': 'Contributor'}, {'author_id': '13388', 'role': 'Contributor'}, {'author_id': '14403', 'role': 'Contributor'}, {'author_id': '16', 'role': 'Contributor'}, {'author_id': '38840', 'role': 'Contributor'}, {'author_id': '29998', 'role': 'Contributor'}, {'author_id': '36998', 'role': 'Contributor'}, {'author_id': '4764', 'role': 'Contributor'}, {'author_id': '23069', 'role': 'Contributor'}, {'author_id': '239579', 'role': 'Contributor'}, {'author_id': '3389', 'role': 'Contributor'}, {'author_id': '3524', 'role': 'Contributor'}, {'author_id': '1126', 'role': 'Contributor'}, {'author_id': '410680', 'role': 'Contributor'}, {'author_id': '57739', 'role': 'Contributor'}, {'author_id': '7215088', 'role': 'Contributor'}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,3.95,en-US,320,4560,85,5/2/2006,"[{'author_id': '13392', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Silence of the Lambs and Red Dragon,Thomas  Harris,4.48,eng,534,293,9,11/1/1991,"[{'author_id': '12455', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Silence of the Lambs,Yvonne Tasker,4.27,eng,96,510,14,3/29/2002,"[{'author_id': '13397', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
King Solomon's Mines (Allan Quatermain  #1),H. Rider Haggard,3.8,eng,264,34623,1168,12/10/2002,"[{'author_id': '4633123', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Mine  All Mine!: A Book About Pronouns,Ruth Heller,4.09,en-US,48,117,24,10/1/1999,"[{'author_id': '8265', 'role': ''}]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
A Faith Like Mine,Laura Buller/D.K. Publishing,3.91,eng,80,50,19,8/15/2005,"[{'author_id': '5525', 'role': ''}, {'author_id': '1978112', 'role': ''}]",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Speaks the Nightbird (Matthew Corbett  #1),Robert R. McCammon,4.13,en-US,726,145,31,9/1/2002,"[{'author_id': '5244478', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia,Paul Glovinsky/Art Spielman,3.93,en-US,272,47,13,12/5/2006,"[{'author_id': '13412', 'role': ''}, {'author_id': '3859950', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Attraction,Douglas Clegg,3.62,eng,324,386,34,4/1/2006,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Nightmare House (Harrow House  #1),Douglas Clegg,3.36,en-GB,340,971,101,5/1/2004,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Abandoned (Harrow House  #4),Douglas Clegg,3.45,eng,370,229,23,5/1/2005,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Nightmare Chronicles,Douglas Clegg,3.75,en-US,360,409,32,9/1/1999,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mischief (Harrow House  #2),Douglas Clegg,3.49,eng,359,385,29,9/1/2000,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Purity (Dark Coming of Age  #1),Douglas Clegg,3.79,eng,118,99,12,6/2/2000,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Hour Before Dark,Douglas Clegg,3.76,eng,370,1034,78,9/1/2003,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Halloween Man,Douglas Clegg,3.36,eng,360,583,71,10/1/1998,"[{'author_id': '4497', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
The Sisters: The Saga of the Mitford Family,Mary S. Lovell,3.97,eng,611,8132,589,5/20/2003,"[{'author_id': '13421', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Soldiers of Salamis,Javier Cercas/Anne McLean,3.81,eng,213,429,71,1/10/2005,"[{'author_id': '13424', 'role': ''}, {'author_id': '232851', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
El coronel no tiene quien le escriba,Gabriel García Márquez,3.75,spa,104,19205,711,2/7/2006,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Of Love and Other Demons,Gabriel García Márquez,3.98,eng,160,35045,1116,5/2/1995,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Noticia de un secuestro,Gabriel García Márquez,3.85,spa,336,1444,80,2/7/2006,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Chronicle of a Death Foretold,Gabriel García Márquez/Gregory Rabassa,3.97,eng,120,69912,2789,10/7/2003,"[{'author_id': '13450', 'role': ''}, {'author_id': '50060', 'role': 'translator'}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Ojos de perro azul,Gabriel García Márquez,3.74,spa,192,3303,116,2/7/2006,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The General in His Labyrinth,Gabriel García Márquez/Edith Grossman,3.68,eng,248,11939,389,10/26/2004,"[{'author_id': '13450', 'role': ''}, {'author_id': '2599', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Autumn of the Patriarch,Gabriel García Márquez/Gregory Rabassa,3.85,eng,255,12336,492,3/14/2006,"[{'author_id': '13450', 'role': ''}, {'author_id': '50060', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Relato de un náufrago,Gabriel García Márquez,3.78,spa,172,2095,121,2/7/2006,"[{'author_id': '13450', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Complete Poems,William Blake/Alicia Suskin Ostriker,4.24,eng,1072,7738,48,11/24/1977,"[{'author_id': '13453', 'role': ''}, {'author_id': '162854', 'role': 'Editor'}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
The Marriage of Heaven and Hell,William Blake,4.24,eng,48,7163,245,9/1/1994,"[{'author_id': '13453', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
The Stranger from Paradise: A Biography of William Blake,G.E. Bentley Jr.,4.06,eng,632,79,10,4/10/2003,"[{'author_id': '13457', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
The Complete Stories and Poems,Edgar Allan Poe,4.38,eng,821,183869,1226,8/15/1984,"[{'author_id': '4624490', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
Complete Tales and Poems,Edgar Allan Poe,4.38,eng,864,1864,110,11/29/2009,"[{'author_id': '4624490', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
The Edgar Allan Poe Audio Collection,Edgar Allan Poe,4.39,eng,5,289,64,10/1/2000,"[{'author_id': '4624490', 'role': ''}, {'author_id': '367485', 'role': 'Read by'}, {'author_id': '13458', 'role': 'Read by'}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
18 Best Stories by Edgar Allan Poe,Edgar Allan Poe/Vincent  Price/Chandler Brossard,4.02,eng,288,412,37,4/15/1965,"[{'author_id': '4624490', 'role': ''}, {'author_id': '13458', 'role': 'Editor'}, {'author_id': '246762', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Complete Poems (Library of Classic Poets),Edgar Allan Poe,4.17,en-US,128,198,11,3/20/2001,"[{'author_id': '4624490', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Selected Letters  1940-1956,Jack Kerouac/Ann Charters,4.13,eng,656,804,21,3/1/1996,"[{'author_id': '1742', 'role': ''}, {'author_id': '13460', 'role': 'Editor'}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
The Wild Boys,William S. Burroughs,3.6,eng,193,2977,124,1/12/1994,"[{'author_id': '4462369', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
